SKU,Title,Description,UOM,Unit Price,Qty Available,Active,Attributes JSON,Last Updated
PAPER-A3-300-OFFSET-E,A3 Offset 300 gsm,"Bright White offset paper, A3, 300 gsm, for office and print.",ream,13.32,311,True,"{""size"": ""A3"", ""gsm"": 300, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-08-27T11:19:02
PAPER-A2-300-CARDSTOCK,A2 Cardstock 300 gsm,"Ivory cardstock paper, A2, 300 gsm, for office and print.",box,78.22,482,True,"{""size"": ""A2"", ""gsm"": 300, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-07-14T04:35:59
PAPER-A2-70-COATEDGLOSS-G,A2 Coated Gloss 70 gsm,"White coated gloss paper, A2, 70 gsm, for office and print.",ream,7.43,369,True,"{""size"": ""A2"", ""gsm"": 70, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-09-01T11:57:25
PAPER-SRA3-140-CARDSTOCK-O,SRA3 Cardstock 140 gsm,"Bright White cardstock paper, SRA3, 140 gsm, for office and print.",ream,8.96,367,True,"{""size"": ""SRA3"", ""gsm"": 140, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-05-01T20:12:31
PAPER-A3-70-COATEDGLOSS,A3 Coated Gloss 70 gsm,"Ivory coated gloss paper, A3, 70 gsm, for office and print.",ream,5.59,564,True,"{""size"": ""A3"", ""gsm"": 70, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-08-29T08:11:39
PAPER-A2-75-UNCOATED,A2 Uncoated 75 gsm,"White uncoated paper, A2, 75 gsm, for office and print.",ream,7.44,523,True,"{""size"": ""A2"", ""gsm"": 75, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-09-09T13:41:39
PAPER-SRA3-170-OFFSET,SRA3 Offset 170 gsm,"Bright White offset paper, SRA3, 170 gsm, for office and print.",ream,10.41,522,True,"{""size"": ""SRA3"", ""gsm"": 170, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-07-09T13:21:10
PAPER-SRA3-100-COATEDGLOSS-D,SRA3 Coated Gloss 100 gsm,"White coated gloss paper, SRA3, 100 gsm, for office and print.",ream,7.7,595,True,"{""size"": ""SRA3"", ""gsm"": 100, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-09-22T00:56:43
PAPER-A2-250-COATEDMATTE-Z,A2 Coated Matte 250 gsm,"Ivory coated matte paper, A2, 250 gsm, for office and print.",box,67.52,403,True,"{""size"": ""A2"", ""gsm"": 250, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-05-10T08:56:06
PAPER-A3-170-COATEDGLOSS-W,A3 Coated Gloss 170 gsm,"Ivory coated gloss paper, A3, 170 gsm, for office and print.",ream,8.9,502,True,"{""size"": ""A3"", ""gsm"": 170, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-09-02T15:38:47
PAPER-A4-140-COPY,A4 Copy 140 gsm,"Recycled copy paper, A4, 140 gsm, for office and print.",pallet,521.61,0,True,"{""size"": ""A4"", ""gsm"": 140, ""finish"": ""Copy"", ""color"": ""Recycled""}",2025-06-26T17:30:14
PAPER-A3-90-CARDSTOCK-S,A3 Cardstock 90 gsm,"Bright White cardstock paper, A3, 90 gsm, for office and print.",ream,6.65,448,True,"{""size"": ""A3"", ""gsm"": 90, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-07-30T04:38:09
PAPER-A5-250-COPY,A5 Copy 250 gsm,"Bright White copy paper, A5, 250 gsm, for office and print.",ream,6.45,380,True,"{""size"": ""A5"", ""gsm"": 250, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-07-28T04:44:03
PAPER-SRA3-120-UNCOATED,SRA3 Uncoated 120 gsm,"White uncoated paper, SRA3, 120 gsm, for office and print.",pallet,617.63,34,True,"{""size"": ""SRA3"", ""gsm"": 120, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-08-20T11:17:35
PAPER-A3-75-UNCOATED-N,A3 Uncoated 75 gsm,"Bright White uncoated paper, A3, 75 gsm, for office and print.",ream,6.34,489,True,"{""size"": ""A3"", ""gsm"": 75, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-07-15T22:30:17
PAPER-A3-170-UNCOATED-P,A3 Uncoated 170 gsm,"Ivory uncoated paper, A3, 170 gsm, for office and print.",box,40.73,277,True,"{""size"": ""A3"", ""gsm"": 170, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-05-06T13:51:07
PAPER-A5-250-COATEDMATTE,A5 Coated Matte 250 gsm,"White coated matte paper, A5, 250 gsm, for office and print.",ream,6.97,713,True,"{""size"": ""A5"", ""gsm"": 250, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-04-25T03:45:18
PAPER-A4-300-OFFSET-I,A4 Offset 300 gsm,"Recycled offset paper, A4, 300 gsm, for office and print.",ream,9.28,249,True,"{""size"": ""A4"", ""gsm"": 300, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-05-16T01:43:04
PAPER-A4-70-COATEDMATTE-Y,A4 Coated Matte 70 gsm,"Recycled coated matte paper, A4, 70 gsm, for office and print.",box,23.19,217,True,"{""size"": ""A4"", ""gsm"": 70, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-10-21T15:38:41
PAPER-A5-90-COATEDMATTE,A5 Coated Matte 90 gsm,"White coated matte paper, A5, 90 gsm, for office and print.",ream,4.48,573,True,"{""size"": ""A5"", ""gsm"": 90, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-04-26T12:28:22
PAPER-A3-75-COATEDMATTE-H,A3 Coated Matte 75 gsm,"Ivory coated matte paper, A3, 75 gsm, for office and print.",ream,5.94,518,True,"{""size"": ""A3"", ""gsm"": 75, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-05-20T15:56:12
PAPER-A3-120-COATEDGLOSS-Y,A3 Coated Gloss 120 gsm,"Ivory coated gloss paper, A3, 120 gsm, for office and print.",ream,7.83,493,True,"{""size"": ""A3"", ""gsm"": 120, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-10-14T17:22:50
PAPER-A5-170-UNCOATED,A5 Uncoated 170 gsm,"White uncoated paper, A5, 170 gsm, for office and print.",box,25.57,494,True,"{""size"": ""A5"", ""gsm"": 170, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-06-18T11:02:49
PAPER-A4-140-UNCOATED-C,A4 Uncoated 140 gsm,"Bright White uncoated paper, A4, 140 gsm, for office and print.",pallet,567.8,18,True,"{""size"": ""A4"", ""gsm"": 140, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-05-26T09:38:42
PAPER-SRA3-120-COATEDMATTE,SRA3 Coated Matte 120 gsm,"Recycled coated matte paper, SRA3, 120 gsm, for office and print.",box,35.86,265,True,"{""size"": ""SRA3"", ""gsm"": 120, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-06-27T08:19:40
PAPER-A2-200-CARDSTOCK,A2 Cardstock 200 gsm,"Recycled cardstock paper, A2, 200 gsm, for office and print.",box,58.73,411,True,"{""size"": ""A2"", ""gsm"": 200, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-10-09T23:09:43
PAPER-A4-170-UNCOATED,A4 Uncoated 170 gsm,"Ivory uncoated paper, A4, 170 gsm, for office and print.",box,31.34,298,True,"{""size"": ""A4"", ""gsm"": 170, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-06-25T06:11:51
PAPER-SRA3-75-OFFSET,SRA3 Offset 75 gsm,"Bright White offset paper, SRA3, 75 gsm, for office and print.",box,28.58,546,True,"{""size"": ""SRA3"", ""gsm"": 75, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-04-28T01:19:35
PAPER-A3-80-COATEDMATTE-V,A3 Coated Matte 80 gsm,"Bright White coated matte paper, A3, 80 gsm, for office and print.",ream,5.92,377,True,"{""size"": ""A3"", ""gsm"": 80, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-05-12T12:47:13
PAPER-A2-75-COPY-B,A2 Copy 75 gsm,"Recycled copy paper, A2, 75 gsm, for office and print.",ream,7.8,276,True,"{""size"": ""A2"", ""gsm"": 75, ""finish"": ""Copy"", ""color"": ""Recycled""}",2025-07-07T11:03:54
PAPER-A2-140-COATEDMATTE,A2 Coated Matte 140 gsm,"Bright White coated matte paper, A2, 140 gsm, for office and print.",ream,10.68,351,True,"{""size"": ""A2"", ""gsm"": 140, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-07-04T15:13:23
PAPER-A3-75-UNCOATED-E,A3 Uncoated 75 gsm,"Ivory uncoated paper, A3, 75 gsm, for office and print.",roll,42.88,461,True,"{""size"": ""A3"", ""gsm"": 75, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-10-04T11:50:21
PAPER-A5-100-CARDSTOCK-H,A5 Cardstock 100 gsm,"Bright White cardstock paper, A5, 100 gsm, for office and print.",box,21.94,315,True,"{""size"": ""A5"", ""gsm"": 100, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-08-13T16:24:08
PAPER-SRA3-200-UNCOATED-X,SRA3 Uncoated 200 gsm,"White uncoated paper, SRA3, 200 gsm, for office and print.",ream,11.39,276,True,"{""size"": ""SRA3"", ""gsm"": 200, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-04-27T17:10:30
PAPER-A5-80-COATEDMATTE,A5 Coated Matte 80 gsm,"Recycled coated matte paper, A5, 80 gsm, for office and print.",ream,4.86,436,True,"{""size"": ""A5"", ""gsm"": 80, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-06-06T01:43:07
PAPER-A4-300-COATEDGLOSS-A,A4 Coated Gloss 300 gsm,"White coated gloss paper, A4, 300 gsm, for office and print.",box,41.84,436,True,"{""size"": ""A4"", ""gsm"": 300, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-09-05T14:30:17
PAPER-A3-300-UNCOATED,A3 Uncoated 300 gsm,"White uncoated paper, A3, 300 gsm, for office and print.",ream,13.26,323,True,"{""size"": ""A3"", ""gsm"": 300, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-09-16T18:15:19
PAPER-A3-80-COATEDGLOSS,A3 Coated Gloss 80 gsm,"White coated gloss paper, A3, 80 gsm, for office and print.",pallet,547.25,0,True,"{""size"": ""A3"", ""gsm"": 80, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-09-01T12:16:22
PAPER-A5-70-OFFSET-M,A5 Offset 70 gsm,"White offset paper, A5, 70 gsm, for office and print.",ream,4.87,434,True,"{""size"": ""A5"", ""gsm"": 70, ""finish"": ""Offset"", ""color"": ""White""}",2025-05-04T08:18:31
PAPER-SRA3-90-COATEDGLOSS,SRA3 Coated Gloss 90 gsm,"Ivory coated gloss paper, SRA3, 90 gsm, for office and print.",ream,7.27,182,True,"{""size"": ""SRA3"", ""gsm"": 90, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-05-14T08:59:18
PAPER-A3-75-UNCOATED-Z,A3 Uncoated 75 gsm,"White uncoated paper, A3, 75 gsm, for office and print.",ream,6.06,188,True,"{""size"": ""A3"", ""gsm"": 75, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-08-04T14:41:20
PAPER-SRA3-100-COATEDGLOSS-O,SRA3 Coated Gloss 100 gsm,"Recycled coated gloss paper, SRA3, 100 gsm, for office and print.",ream,7.01,292,True,"{""size"": ""SRA3"", ""gsm"": 100, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-09-15T23:14:40
PAPER-A2-90-COATEDMATTE-P,A2 Coated Matte 90 gsm,"Recycled coated matte paper, A2, 90 gsm, for office and print.",box,37.49,367,True,"{""size"": ""A2"", ""gsm"": 90, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-09-10T21:06:15
PAPER-A4-70-COATEDMATTE-L,A4 Coated Matte 70 gsm,"White coated matte paper, A4, 70 gsm, for office and print.",ream,5.17,446,True,"{""size"": ""A4"", ""gsm"": 70, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-04-27T00:22:37
PAPER-A5-250-COATEDMATTE-Q,A5 Coated Matte 250 gsm,"Recycled coated matte paper, A5, 250 gsm, for office and print.",ream,7.08,621,True,"{""size"": ""A5"", ""gsm"": 250, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-05-09T17:21:47
PAPER-A3-75-COPY-Q,A3 Copy 75 gsm,"Ivory copy paper, A3, 75 gsm, for office and print.",pallet,526.78,148,True,"{""size"": ""A3"", ""gsm"": 75, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-08-19T15:16:14
PAPER-A2-75-UNCOATED-M,A2 Uncoated 75 gsm,"Ivory uncoated paper, A2, 75 gsm, for office and print.",box,32.19,376,True,"{""size"": ""A2"", ""gsm"": 75, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-08-13T16:56:18
PAPER-A4-100-COATEDGLOSS-M,A4 Coated Gloss 100 gsm,"Recycled coated gloss paper, A4, 100 gsm, for office and print.",pallet,532.04,17,True,"{""size"": ""A4"", ""gsm"": 100, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-07-15T04:39:49
PAPER-A3-90-COPY-Y,A3 Copy 90 gsm,"Ivory copy paper, A3, 90 gsm, for office and print.",ream,6.61,249,True,"{""size"": ""A3"", ""gsm"": 90, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-06-06T04:32:51
PAPER-SRA3-120-COATEDMATTE-Y,SRA3 Coated Matte 120 gsm,"White coated matte paper, SRA3, 120 gsm, for office and print.",ream,7.95,397,True,"{""size"": ""SRA3"", ""gsm"": 120, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-06-30T16:32:43
PAPER-A5-80-CARDSTOCK,A5 Cardstock 80 gsm,"Recycled cardstock paper, A5, 80 gsm, for office and print.",box,22.58,356,True,"{""size"": ""A5"", ""gsm"": 80, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-07-16T17:34:47
PAPER-A5-300-OFFSET,A5 Offset 300 gsm,"Recycled offset paper, A5, 300 gsm, for office and print.",ream,6.84,448,True,"{""size"": ""A5"", ""gsm"": 300, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-06-07T13:18:39
PAPER-SRA3-160-UNCOATED-D,SRA3 Uncoated 160 gsm,"Ivory uncoated paper, SRA3, 160 gsm, for office and print.",ream,10.0,275,True,"{""size"": ""SRA3"", ""gsm"": 160, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-04-27T14:25:29
PAPER-A4-80-OFFSET-U,A4 Offset 80 gsm,"Bright White offset paper, A4, 80 gsm, for office and print.",ream,5.64,477,True,"{""size"": ""A4"", ""gsm"": 80, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-09-21T21:36:10
PAPER-A5-70-COPY-O,A5 Copy 70 gsm,"Ivory copy paper, A5, 70 gsm, for office and print.",pallet,503.76,249,True,"{""size"": ""A5"", ""gsm"": 70, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-07-17T16:38:25
PAPER-A5-160-COPY-N,A5 Copy 160 gsm,"Ivory copy paper, A5, 160 gsm, for office and print.",pallet,536.9,3,True,"{""size"": ""A5"", ""gsm"": 160, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-05-02T02:06:51
PAPER-SRA3-80-COATEDGLOSS-I,SRA3 Coated Gloss 80 gsm,"Ivory coated gloss paper, SRA3, 80 gsm, for office and print.",pallet,537.99,80,True,"{""size"": ""SRA3"", ""gsm"": 80, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-05-03T10:32:18
PAPER-A2-200-OFFSET,A2 Offset 200 gsm,"Recycled offset paper, A2, 200 gsm, for office and print.",ream,13.99,503,True,"{""size"": ""A2"", ""gsm"": 200, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-05-16T22:21:56
PAPER-SRA3-80-COATEDMATTE,SRA3 Coated Matte 80 gsm,"Ivory coated matte paper, SRA3, 80 gsm, for office and print.",box,31.15,339,True,"{""size"": ""SRA3"", ""gsm"": 80, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-09-10T12:53:25
PAPER-SRA3-300-COATEDGLOSS-P,SRA3 Coated Gloss 300 gsm,"Bright White coated gloss paper, SRA3, 300 gsm, for office and print.",ream,14.91,433,True,"{""size"": ""SRA3"", ""gsm"": 300, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-07-16T02:19:11
PAPER-A3-80-COPY,A3 Copy 80 gsm,"Recycled copy paper, A3, 80 gsm, for office and print.",box,27.31,401,True,"{""size"": ""A3"", ""gsm"": 80, ""finish"": ""Copy"", ""color"": ""Recycled""}",2025-07-04T14:18:45
PAPER-SRA3-170-COATEDGLOSS-D,SRA3 Coated Gloss 170 gsm,"Ivory coated gloss paper, SRA3, 170 gsm, for office and print.",roll,53.62,414,True,"{""size"": ""SRA3"", ""gsm"": 170, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-09-07T14:12:54
PAPER-A4-200-COATEDMATTE-F,A4 Coated Matte 200 gsm,"Recycled coated matte paper, A4, 200 gsm, for office and print.",pallet,560.57,0,True,"{""size"": ""A4"", ""gsm"": 200, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-10-20T01:14:32
PAPER-A2-70-CARDSTOCK-S,A2 Cardstock 70 gsm,"Recycled cardstock paper, A2, 70 gsm, for office and print.",pallet,543.53,23,True,"{""size"": ""A2"", ""gsm"": 70, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-08-29T07:55:03
PAPER-A3-80-COATEDMATTE-H,A3 Coated Matte 80 gsm,"White coated matte paper, A3, 80 gsm, for office and print.",ream,6.3,474,False,"{""size"": ""A3"", ""gsm"": 80, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-08-24T12:12:15
PAPER-A3-200-OFFSET-F,A3 Offset 200 gsm,"Ivory offset paper, A3, 200 gsm, for office and print.",ream,10.43,617,True,"{""size"": ""A3"", ""gsm"": 200, ""finish"": ""Offset"", ""color"": ""Ivory""}",2025-07-15T14:20:52
PAPER-A5-80-UNCOATED-Q,A5 Uncoated 80 gsm,"Ivory uncoated paper, A5, 80 gsm, for office and print.",box,22.99,543,True,"{""size"": ""A5"", ""gsm"": 80, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-07-29T02:34:57
PAPER-A2-75-COATEDGLOSS,A2 Coated Gloss 75 gsm,"Recycled coated gloss paper, A2, 75 gsm, for office and print.",ream,7.83,722,True,"{""size"": ""A2"", ""gsm"": 75, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-08-14T11:27:15
PAPER-SRA3-250-COATEDGLOSS,SRA3 Coated Gloss 250 gsm,"Ivory coated gloss paper, SRA3, 250 gsm, for office and print.",box,56.4,284,True,"{""size"": ""SRA3"", ""gsm"": 250, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-09-29T01:10:15
PAPER-A4-250-UNCOATED-X,A4 Uncoated 250 gsm,"Ivory uncoated paper, A4, 250 gsm, for office and print.",ream,8.82,530,True,"{""size"": ""A4"", ""gsm"": 250, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-04-25T09:02:08
PAPER-SRA3-200-COPY-Z,SRA3 Copy 200 gsm,"Ivory copy paper, SRA3, 200 gsm, for office and print.",box,49.82,427,True,"{""size"": ""SRA3"", ""gsm"": 200, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-09-15T15:58:11
PAPER-SRA3-80-COATEDGLOSS-K,SRA3 Coated Gloss 80 gsm,"White coated gloss paper, SRA3, 80 gsm, for office and print.",ream,6.39,728,True,"{""size"": ""SRA3"", ""gsm"": 80, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-05-17T11:26:54
PAPER-A3-160-COPY,A3 Copy 160 gsm,"Recycled copy paper, A3, 160 gsm, for office and print.",ream,8.94,278,True,"{""size"": ""A3"", ""gsm"": 160, ""finish"": ""Copy"", ""color"": ""Recycled""}",2025-05-21T12:13:33
PAPER-A5-140-COATEDMATTE,A5 Coated Matte 140 gsm,"Bright White coated matte paper, A5, 140 gsm, for office and print.",pallet,533.47,0,True,"{""size"": ""A5"", ""gsm"": 140, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-07-30T00:58:02
PAPER-A2-140-COPY-S,A2 Copy 140 gsm,"Bright White copy paper, A2, 140 gsm, for office and print.",box,46.63,310,True,"{""size"": ""A2"", ""gsm"": 140, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-06-05T04:36:37
PAPER-A5-70-COATEDGLOSS-D,A5 Coated Gloss 70 gsm,"White coated gloss paper, A5, 70 gsm, for office and print.",ream,4.11,81,True,"{""size"": ""A5"", ""gsm"": 70, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-07-29T18:02:16
PAPER-A5-170-COPY-T,A5 Copy 170 gsm,"Recycled copy paper, A5, 170 gsm, for office and print.",box,27.39,321,True,"{""size"": ""A5"", ""gsm"": 170, ""finish"": ""Copy"", ""color"": ""Recycled""}",2025-08-13T11:58:39
PAPER-A4-200-COATEDMATTE-K,A4 Coated Matte 200 gsm,"Ivory coated matte paper, A4, 200 gsm, for office and print.",ream,7.38,286,True,"{""size"": ""A4"", ""gsm"": 200, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-10-20T08:21:14
PAPER-A2-100-CARDSTOCK-D,A2 Cardstock 100 gsm,"Recycled cardstock paper, A2, 100 gsm, for office and print.",ream,8.24,422,True,"{""size"": ""A2"", ""gsm"": 100, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-08-27T17:46:17
PAPER-A5-120-COPY-V,A5 Copy 120 gsm,"Bright White copy paper, A5, 120 gsm, for office and print.",ream,5.2,451,True,"{""size"": ""A5"", ""gsm"": 120, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-05-18T13:06:59
PAPER-A4-80-CARDSTOCK-P,A4 Cardstock 80 gsm,"Recycled cardstock paper, A4, 80 gsm, for office and print.",roll,42.02,681,True,"{""size"": ""A4"", ""gsm"": 80, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-08-04T05:19:33
PAPER-SRA3-250-COATEDGLOSS-M,SRA3 Coated Gloss 250 gsm,"White coated gloss paper, SRA3, 250 gsm, for office and print.",box,55.46,542,True,"{""size"": ""SRA3"", ""gsm"": 250, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-07-27T18:58:21
PAPER-SRA3-70-COATEDGLOSS,SRA3 Coated Gloss 70 gsm,"Bright White coated gloss paper, SRA3, 70 gsm, for office and print.",ream,6.06,313,True,"{""size"": ""SRA3"", ""gsm"": 70, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-05-09T17:40:54
PAPER-A5-75-CARDSTOCK-N,A5 Cardstock 75 gsm,"Recycled cardstock paper, A5, 75 gsm, for office and print.",box,23.03,265,True,"{""size"": ""A5"", ""gsm"": 75, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-09-12T14:23:59
PAPER-SRA3-170-COATEDMATTE-H,SRA3 Coated Matte 170 gsm,"Bright White coated matte paper, SRA3, 170 gsm, for office and print.",box,44.03,473,True,"{""size"": ""SRA3"", ""gsm"": 170, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-05-03T06:27:37
PAPER-A2-170-UNCOATED,A2 Uncoated 170 gsm,"Ivory uncoated paper, A2, 170 gsm, for office and print.",ream,12.38,201,True,"{""size"": ""A2"", ""gsm"": 170, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-06-05T19:53:38
PAPER-A4-80-COPY-V,A4 Copy 80 gsm,"Bright White copy paper, A4, 80 gsm, for office and print.",ream,5.19,674,True,"{""size"": ""A4"", ""gsm"": 80, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-10-01T17:33:48
PAPER-A2-100-COATEDGLOSS-R,A2 Coated Gloss 100 gsm,"White coated gloss paper, A2, 100 gsm, for office and print.",ream,8.56,576,True,"{""size"": ""A2"", ""gsm"": 100, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-07-04T07:06:02
PAPER-SRA3-70-CARDSTOCK-E,SRA3 Cardstock 70 gsm,"Bright White cardstock paper, SRA3, 70 gsm, for office and print.",ream,5.99,329,True,"{""size"": ""SRA3"", ""gsm"": 70, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-05-19T16:01:31
PAPER-A2-75-COATEDGLOSS-I,A2 Coated Gloss 75 gsm,"Recycled coated gloss paper, A2, 75 gsm, for office and print.",pallet,565.48,0,True,"{""size"": ""A2"", ""gsm"": 75, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-09-27T05:24:09
PAPER-A5-80-COATEDGLOSS-T,A5 Coated Gloss 80 gsm,"Bright White coated gloss paper, A5, 80 gsm, for office and print.",ream,4.77,603,True,"{""size"": ""A5"", ""gsm"": 80, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-08-04T00:14:55
PAPER-A4-70-CARDSTOCK,A4 Cardstock 70 gsm,"Bright White cardstock paper, A4, 70 gsm, for office and print.",pallet,525.82,2,False,"{""size"": ""A4"", ""gsm"": 70, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-07-10T23:30:02
PAPER-A3-160-CARDSTOCK,A3 Cardstock 160 gsm,"White cardstock paper, A3, 160 gsm, for office and print.",roll,49.5,585,True,"{""size"": ""A3"", ""gsm"": 160, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-08-15T23:51:42
PAPER-A3-300-COATEDMATTE,A3 Coated Matte 300 gsm,"White coated matte paper, A3, 300 gsm, for office and print.",ream,12.99,160,True,"{""size"": ""A3"", ""gsm"": 300, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-08-27T06:59:04
PAPER-A3-70-UNCOATED,A3 Uncoated 70 gsm,"Ivory uncoated paper, A3, 70 gsm, for office and print.",ream,6.08,310,True,"{""size"": ""A3"", ""gsm"": 70, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-09-06T08:53:03
PAPER-A5-80-OFFSET,A5 Offset 80 gsm,"Ivory offset paper, A5, 80 gsm, for office and print.",box,21.46,400,True,"{""size"": ""A5"", ""gsm"": 80, ""finish"": ""Offset"", ""color"": ""Ivory""}",2025-07-25T19:25:43
PAPER-A3-120-COATEDMATTE,A3 Coated Matte 120 gsm,"Bright White coated matte paper, A3, 120 gsm, for office and print.",box,32.67,407,False,"{""size"": ""A3"", ""gsm"": 120, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-07-29T05:58:32
PAPER-A2-160-OFFSET,A2 Offset 160 gsm,"Bright White offset paper, A2, 160 gsm, for office and print.",box,49.87,332,True,"{""size"": ""A2"", ""gsm"": 160, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-06-29T15:28:13
PAPER-A3-70-COATEDMATTE,A3 Coated Matte 70 gsm,"White coated matte paper, A3, 70 gsm, for office and print.",ream,5.96,493,True,"{""size"": ""A3"", ""gsm"": 70, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-06-20T11:44:59
PAPER-A4-250-OFFSET-Q,A4 Offset 250 gsm,"Recycled offset paper, A4, 250 gsm, for office and print.",box,37.05,239,True,"{""size"": ""A4"", ""gsm"": 250, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-10-15T12:30:12
PAPER-SRA3-80-CARDSTOCK,SRA3 Cardstock 80 gsm,"Ivory cardstock paper, SRA3, 80 gsm, for office and print.",box,29.18,378,True,"{""size"": ""SRA3"", ""gsm"": 80, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-07-12T11:34:51
